title	type	url_slug	venue	date	location	talk_url	description
Naegleria's mitotic spindles are built from unique tubulins and highlight core spindle features	Conference talk	ascb-2021	CELL BIO 2021	2021-12-03	via Zoom	https://www.youtube.com/watch?v=1p2qAv8DiDE	
